video_id,start,end,split,surgery_id,phase_id,operation_id
case_0167,402.3,411.05,val,2,4,6
case_0167,411.05,416.07,val,3,2,1
case_0167,416.07,444.07,val,2,11,17
case_0167,444.07,476.49,val,0,5,4
case_0167,476.49,481,val,0,5,76
case_0167,481,482.9,val,0,19,23
case_0167,482.9,490.06,val,0,5,4
case_0171,0,7.8,train,5,3,2
case_0171,7.8,11.12,train,0,6,13
case_0171,11.12,17,train,3,2,1
case_0171,17,21.08,train,0,0,0
case_0171,21.08,25.44,train,3,2,1
case_0171,25.44,36.12,train,0,6,8
case_0171,36.12,42.24,train,3,2,1
case_0171,42.24,69.44,train,0,7,3
case_0171,69.44,88.65,train,0,1,10
case_0171,88.65,90.6,train,0,0,0
case_0171,90.6,103.2,train,3,2,1
case_0171,103.2,119.76,train,0,1,24
case_0171,119.76,139.68,train,0,1,9
case_0171,139.68,153.23,train,0,1,46
case_0171,153.23,159.98,train,3,2,1
case_0171,159.98,161.84,train,0,0,0
case_0171,161.84,170,train,3,2,1
case_0171,170,204.29,train,0,8,12
case_0171,204.29,230.16,train,0,8,43
case_0171,230.16,238.68,train,3,2,1
case_0171,238.68,242.16,train,2,14,11
case_0171,242.16,251.26,train,3,2,1
case_0171,251.26,262.36,train,2,4,7
case_0171,262.36,266.96,train,2,4,6
case_0171,266.96,281.36,train,3,2,1
case_0171,281.36,288.57,train,0,5,4
case_0171,288.57,295,train,3,2,1
case_0171,295,300.36,train,2,4,6
case_0171,300.36,317.84,train,2,11,17
case_0173,0,29,val,5,3,2
case_0173,29,40.64,val,1,17,25
case_0173,40.64,61,val,1,15,39
case_0173,61,102.8,val,1,15,40
case_0173,102.8,108.8,val,1,6,8
case_0173,108.8,110.32,val,1,18,18
case_0173,110.32,112.2,val,1,12,16
case_0173,112.2,113.5,val,1,12,26
case_0173,113.5,119.92,val,1,0,0
case_0173,119.92,166.28,val,1,15,34
case_0173,166.28,176.12,val,1,0,0
case_0173,176.12,200.44,val,1,7,3
case_0173,200.44,212.48,val,1,1,10
case_0173,212.48,214.8,val,1,0,0
case_0173,214.8,225.48,val,1,1,38
case_0173,225.48,233.76,val,1,0,0
case_0173,233.76,258.8,val,5,3,2
case_0173,258.8,290.74,val,1,1,93
case_0173,290.74,296.26,val,1,0,0
case_0173,296.26,307.66,val,1,1,32
case_0173,307.66,316.58,val,1,0,0
case_0173,316.58,320.9,val,1,1,32
case_0173,320.9,327.84,val,1,0,0
case_0173,327.84,336.64,val,1,8,15
case_0173,336.64,337.64,val,2,0,0
case_0173,337.64,340.26,val,2,4,7
case_0173,340.26,342.7,val,2,4,6
case_0173,342.7,346.94,val,2,11,17
case_0173,346.94,350.98,val,1,5,4
case_0173,350.98,354.26,val,1,5,36
case_0173,354.26,365.19,val,5,3,2
case_0174,0,12.05,train,0,6,8
case_0174,12.05,17.59,train,0,18,18
case_0174,17.59,21.96,train,0,12,16
case_0174,21.96,29.16,train,0,12,26
case_0174,29.16,34.64,train,0,0,0
case_0174,34.64,40.64,train,0,14,11
case_0174,40.64,46.18,train,0,19,23
case_0174,46.18,53.65,train,0,6,13
case_0174,53.65,57.96,train,0,0,0
case_0174,57.96,59.86,train,0,14,11
case_0174,59.86,95.7,train,0,7,3
case_0174,95.7,108.91,train,0,1,10
case_0174,108.91,112.85,train,0,0,0
case_0174,112.85,114.68,train,0,14,11
case_0174,114.68,128.36,train,0,1,20
case_0174,128.36,135.64,train,0,19,23
case_0174,135.64,158.19,train,0,1,24
case_0174,158.19,195.73,train,0,1,9
case_0174,195.73,205,train,3,2,1
case_0174,205,207.47,train,0,0,0
case_0174,207.47,220.35,train,3,2,1
case_0174,220.35,348.92,train,0,1,9
case_0174,348.92,359.56,train,3,2,1
case_0174,359.56,463.47,train,0,8,15
case_0174,463.47,469.94,train,2,4,7
case_0174,469.94,487.5,train,2,4,6
case_0174,487.5,500,train,0,11,22
case_0174,500,524,train,0,5,4
case_0174,524,526,train,0,5,19
case_0174,526,532.9,train,5,3,2
case_0175,0,103.41,train,5,3,2
case_0175,103.41,112.3,train,1,17,25
case_0175,112.3,122.88,train,1,15,39
case_0175,122.88,160,train,1,15,40
case_0175,160,169,train,1,6,8
case_0175,169.5,171.28,train,1,18,18
case_0175,171.28,176,train,1,12,16
case_0175,176,185.6,train,1,0,0
case_0175,185.6,197.5,train,1,15,34
case_0175,197.5,211.56,train,1,7,3
case_0175,211.56,214.52,train,1,14,11
case_0175,214.52,232.08,train,1,7,3
case_0175,232.08,263.38,train,1,15,34
case_0175,263.38,297.1,train,1,1,10
case_0175,297.4,302.76,train,1,0,0
case_0175,302.76,317.5,train,1,1,38
case_0175,317.5,329.44,train,1,0,0
case_0175,329.44,390.16,train,1,15,157
case_0175,390.16,401.52,train,1,0,0
case_0175,401.52,416.12,train,1,1,32
case_0175,416.12,432.5,train,1,0,0
case_0175,433,436.2,train,1,8,15
case_0175,436.7,451,train,1,10,5
case_0175,451,456.04,train,1,8,15
case_0175,456.04,464.32,train,2,4,7
case_0175,464.32,471,train,1,5,69
case_0175,471,491.5,train,2,11,22
case_0175,491.5,496.96,train,1,5,4
case_0175,496.96,506.56,train,1,5,36
case_0175,506.56,538.87,train,5,3,2
case_0177,0,10.5,test,5,3,2
case_0177,10.5,18.7,test,5,19,23
case_0177,18.7,47,test,7,30,55
case_0177,47,100.85,test,7,17,25
case_0177,100.85,119.12,test,7,17,45
case_0177,119.89,173.99,test,7,27,80
case_0177,173.22,206.5,test,7,31,72
case_0177,206.5,383,test,7,31,71
case_0177,383,411,test,7,17,45
case_0177,411,416.7,test,7,16,14
case_0177,416.7,430.47,test,7,17,45
case_0177,430.47,448.11,test,7,23,37
case_0177,448.11,453.49,test,7,16,14
case_0177,453.49,468.3,test,7,17,45
case_0177,468.3,497,test,7,16,14
case_0177,497,505.5,test,7,6,8
case_0177,505.5,632.37,test,7,35,64
case_0177,632.37,649.44,test,7,27,75
case_0177,649.44,688.16,test,7,35,64
case_0177,689.03,770.33,test,7,25,63
case_0177,769.95,1012.05,test,7,5,36
case_0177,1012.05,1033.47,test,3,2,1
case_0177,1033.08,1066.57,test,7,21,35
case_0177,1066.57,1072.48,test,7,43,85
case_0183,0,19.35,train,5,3,2
case_0183,19.35,28.99,train,1,21,35
case_0183,28.99,53.49,train,1,17,25
case_0183,53.49,77.54,train,1,6,41
case_0183,77.54,80.33,train,1,15,34
case_0183,80.33,91.1,train,1,12,16
case_0183,91.1,95.5,train,1,6,8
case_0183,95.5,98,train,1,0,0
case_0183,98,129.5,train,1,7,3
case_0183,129.5,132.22,train,1,15,34
case_0183,132.22,136.97,train,1,0,0
case_0183,136.97,157.41,train,1,6,8
case_0183,157.41,251,train,1,7,42
case_0183,251,260.5,train,1,6,81
case_0183,260.5,262,train,1,0,0
case_0183,262,278,train,1,1,160
case_0183,278,330.99,train,1,1,10
case_0183,330.99,347,train,1,1,38
case_0183,347,373.54,train,1,6,73
case_0183,373.54,386,train,1,1,38
case_0183,386,392.6,train,1,1,32
case_0183,392.6,407,train,1,5,44
case_0183,407,412,train,2,0,0
case_0183,412,425.5,train,2,4,7
case_0183,425.5,451.23,train,1,5,44
case_0183,451.23,476.26,train,2,4,6
case_0183,476.26,482.28,train,1,5,4
case_0183,482.28,491.5,train,2,90,231
case_0183,491.5,502.17,train,1,5,36
case_0183,501.71,505.87,train,5,3,2
case_0187,0,53.22,train,5,3,2
case_0187,53.22,56.72,train,0,0,0
case_0187,56.72,97.78,train,0,46,96
case_0187,97.78,107.48,train,3,2,1
case_0187,107.48,117.08,train,0,26,57
case_0187,117.08,122.22,train,5,3,2
case_0187,122.22,139.37,train,0,46,96
case_0187,139.37,143.95,train,0,0,0
case_0187,143.95,170.28,train,0,26,57
case_0187,170.28,180.84,train,5,3,2
case_0187,180.84,200.18,train,0,46,96
case_0187,200.18,204.7,train,0,0,0
case_0187,204.7,229.4,train,0,26,57
case_0187,229.4,240.71,train,5,3,2
case_0187,240.71,245.26,train,0,0,0
case_0187,245.26,270.67,train,0,26,57
case_0187,270.67,275.9,train,2,4,7
case_0187,275.9,277.77,train,2,4,6
case_0187,277.77,284.03,train,0,26,65
case_0187,284.03,302.13,train,5,3,2
case_0195,0,6.37,train,3,2,1
case_0195,6.37,19.8,train,1,30,55
case_0195,19.8,35.8,train,1,17,25
case_0195,35.8,46,train,1,23,37
case_0195,46,56.89,train,1,15,39
case_0195,56.89,113,train,1,15,40
case_0195,113.1,120.79,train,1,15,34
case_0195,120.79,124.92,train,1,18,18
case_0195,124.92,133.7,train,1,12,16
case_0195,133.7,150.42,train,1,0,0
case_0195,150.42,197.5,train,1,7,3
case_0195,197.5,206.71,train,1,1,38
case_0195,206.71,219.02,train,1,6,73
case_0195,219.02,235.17,train,1,1,32
case_0195,235.17,250.58,train,2,4,7
case_0195,250.58,255.62,train,1,6,8
case_0195,255.62,270.34,train,2,4,6
case_0195,270.34,283.08,train,1,7,42
case_0195,283.08,334.88,train,1,5,44
case_0195,334.88,360,train,2,29,47
case_0195,360,375.07,train,1,5,36
case_0196,0,6.87,val,3,2,1
case_0196,6.87,9.11,val,4,40,89
case_0196,9.11,14.81,val,4,19,23
case_0196,14.81,27.96,val,3,2,1
case_0196,27.96,87.09,val,4,9,31
case_0196,87.09,97.23,val,3,2,1
case_0196,87.58,105.81,val,4,0,0
case_0196,105.81,185.99,val,4,9,33
case_0196,185.99,197.15,val,4,0,0
case_0196,197.15,201.73,val,4,13,30
case_0196,201.73,306.14,val,4,13,21
case_0196,306.14,340.83,val,4,40,113
case_0196,340.83,348,val,4,19,23
case_0196,348,365,val,4,16,14
case_0196,365,371,val,4,19,23
case_0196,371,381.14,val,3,2,1
case_0196,381.14,428.87,val,4,10,5
case_0196,428.87,488.79,val,4,13,51
case_0196,488.79,511.94,val,4,10,5
case_0196,514.94,555.95,val,4,5,19
case_0198,0,11.05,val,5,3,2
case_0198,11.05,26.74,val,7,30,55
case_0198,26.74,31.36,val,7,14,11
case_0198,31.36,35.62,val,7,58,129
case_0198,35.62,105.29,val,7,17,25
case_0198,105.29,119.27,val,7,17,45
case_0198,119.27,124.13,val,7,44,91
case_0198,124.13,145.58,val,7,17,45
case_0198,145.58,148.48,val,7,44,91
case_0198,148.48,161.52,val,7,17,45
case_0198,161.52,179.14,val,7,27,200
case_0198,179.14,184.65,val,7,44,91
case_0198,184.65,201.05,val,7,31,72
case_0198,201.05,205,val,7,44,91
case_0198,205,213.08,val,7,31,72
case_0198,213.08,307.79,val,7,31,71
case_0198,307.79,343.17,val,3,2,1
case_0198,343.17,403.13,val,7,27,104
case_0198,403.13,417.18,val,7,27,195
case_0198,417.18,419.09,val,7,6,8
case_0198,419.09,429.74,val,7,27,75
case_0198,429.74,458.81,val,7,35,64
case_0198,458.81,466.37,val,7,25,63
case_0198,466.37,471.98,val,7,10,5
case_0198,471.98,543.99,val,7,25,92
case_0198,543.99,565.6,val,3,2,1
case_0198,565.6,569.14,val,7,10,5
case_0198,569.14,582.98,val,7,16,14
case_0198,582.98,662.96,val,7,5,36
case_0198,662.96,671.07,val,7,5,4
case_0200,0,22.53,val,5,3,2
case_0200,22.09,45.86,val,1,30,55
case_0200,45.86,71.8,val,1,17,25
case_0200,71.8,82.65,val,1,23,37
case_0200,82.65,102.24,val,1,15,39
case_0200,102.24,124,val,1,15,34
case_0200,124,134.2,val,1,10,5
case_0200,134.2,138.54,val,1,12,16
case_0200,138.54,155.42,val,1,12,26
case_0200,155.42,162.96,val,1,0,0
case_0200,162.96,217.5,val,1,7,3
case_0200,218,253.09,val,1,6,73
case_0200,253.09,279.8,val,1,1,32
case_0200,279.8,331,val,1,5,44
case_0200,331,349.52,val,1,8,12
case_0200,349.52,352.35,val,2,0,0
case_0200,352.35,383.53,val,2,4,7
case_0200,383.53,398.03,val,2,4,6
case_0200,398.03,413.68,val,1,5,44
case_0200,413.68,453.74,val,2,29,47
case_0200,453.74,460.16,val,1,10,5
case_0200,460.16,464.16,val,1,5,76
case_0200,464.16,468.13,val,1,19,23
case_0200,468.13,479.61,val,1,30,79
case_0200,479.61,501,val,1,21,35
case_0200,501,510.61,val,5,3,2
case_0212,0,13.15,train,8,21,35
case_0212,13.15,36.8,train,8,17,25
case_0212,36.8,61.35,train,8,17,45
case_0212,61.35,64.16,train,8,23,37
case_0212,64.16,83.95,train,8,28,68
case_0212,83.95,91.32,train,8,39,88
case_0212,91.32,96.3,train,8,16,14
case_0212,96.3,97.53,train,8,41,98
case_0212,97.53,107.11,train,8,41,105
case_0212,107.11,115.88,train,8,16,14
case_0212,115.88,124.59,train,8,19,23
case_0212,124.59,176,train,8,34,61
case_0212,176,209.5,train,8,5,36
case_0212,209.5,212.38,train,8,30,79
case_0212,212.38,215.95,train,3,2,1
case_0213,0,52.48,test,5,3,2
case_0213,52.48,74.08,test,1,30,55
case_0213,74.08,107.12,test,1,17,45
case_0213,107.12,140.48,test,1,17,25
case_0213,140.48,173.16,test,1,23,37
case_0213,173.16,189.04,test,1,15,39
case_0213,189.04,282.38,test,1,15,40
case_0213,282.88,291.76,test,1,6,8
case_0213,291.76,366.75,test,3,2,1
case_0213,366.75,374.12,test,1,10,5
case_0213,374.12,378.72,test,1,12,16
case_0213,378.72,389.2,test,1,12,26
case_0213,389.2,402.36,test,1,0,0
case_0213,402.36,494.63,test,1,7,3
case_0213,494.63,501.16,test,1,0,0
case_0213,501.16,517.52,test,1,1,10
case_0213,517.52,531.58,test,1,15,34
case_0213,531.58,628.72,test,3,2,1
case_0213,628.72,638.58,test,1,1,38
case_0213,638.58,652.46,test,1,0,0
case_0213,652.46,662.17,test,1,1,32
case_0213,662.17,679.1,test,1,10,5
case_0213,679.1,712.08,test,1,8,12
case_0213,712.08,717.42,test,2,0,0
case_0213,717.42,728.98,test,2,4,7
case_0213,728.98,734.42,test,2,4,6
case_0213,734.42,757.6,test,2,11,17
case_0213,756.78,771.14,test,1,5,4
case_0213,771.14,807.5,test,1,5,90
case_0213,807.5,812.78,test,1,10,5
case_0213,812.78,871.17,test,5,3,2
case_0214,0,7.91,train,5,3,2
case_0214,7.91,15.45,train,6,33,53
case_0214,15.45,19.15,train,3,2,1
case_0214,19.15,29,train,6,40,89
case_0214,29,37.74,train,6,20,27
case_0214,37.74,84.43,train,6,9,31
case_0214,84.31,90.16,train,6,18,18
case_0214,90.16,92.5,train,6,16,14
case_0214,92.5,117,train,6,24,54
case_0214,117,144,train,6,9,48
case_0214,144,150.78,train,6,9,49
case_0214,150.78,160,train,6,9,52
case_0214,160,172,train,6,24,66
case_0214,172,178,train,6,9,62
case_0214,178,194,train,6,9,52
case_0214,194,222,train,6,9,49
case_0214,222,236.34,train,6,13,30
case_0214,236.34,256,train,6,13,21
case_0214,256,270,train,6,16,14
case_0214,270,282,train,6,13,51
case_0214,282,305.47,train,6,5,19
case_0214,305.47,316.51,train,5,3,2
case_0222,18.84,19.52,train,3,2,1
case_0222,19.52,39.24,train,0,6,8
case_0222,39.24,61.4,train,0,0,0
case_0222,61.4,70,train,3,2,1
case_0222,70,129.6,train,0,6,41
case_0222,129.6,163.18,train,0,7,3
case_0222,163.18,186.53,train,0,1,10
case_0222,186.53,227.4,train,0,1,28
case_0222,227.4,233.67,train,0,1,29
case_0222,233.67,283.76,train,0,1,9
case_0222,283.76,326.23,train,0,1,46
case_0222,326.23,351.48,train,3,2,1
case_0222,351.48,470.4,train,0,8,15
case_0222,470.4,478,train,3,2,1
case_0222,478,486,train,2,0,0
case_0222,486,493,train,3,2,1
case_0222,493,526.41,train,2,4,7
case_0222,526.41,537.03,train,3,2,1
case_0222,537.03,572.14,train,2,11,22
case_0222,572.14,579,train,3,2,1
case_0222,579,593.36,train,0,5,4
case_0222,593.36,618,train,0,60,127
case_0222,618,694.16,train,5,3,2
case_0223,0,17.64,train,5,3,2
case_0223,17.64,62,train,6,24,54
case_0223,62,66.8,train,6,6,8
case_0223,66.8,81.8,train,6,9,48
case_0223,81.8,88.48,train,6,9,52
case_0223,88.48,98.3,train,6,24,66
case_0223,98.3,131.56,train,6,9,56
case_0223,131.56,186,train,6,9,49
case_0223,186,195.48,train,6,22,87
case_0223,195.48,199,train,6,19,23
case_0223,199,201.84,train,6,13,30
case_0223,201.84,206.96,train,6,13,21
case_0223,206.96,234.34,train,5,3,2
case_0226,0,4.8,train,8,41,98
case_0226,4.8,69.13,train,8,0,0
case_0226,69.13,130.13,train,8,50,102
case_0227,0,6.6,train,5,3,2
case_0227,6.6,9.61,train,4,16,14
case_0227,9.61,12.98,train,4,20,27
case_0227,12.98,16,train,3,2,1
case_0227,16,24.52,train,4,33,53
case_0227,24.52,30.5,train,3,2,1
case_0227,30.5,33.4,train,4,20,27
case_0227,33.6,41,train,3,2,1
case_0227,41,103,train,4,40,89
case_0227,104.34,108.68,train,4,6,8
case_0227,108.68,113,train,4,0,0
case_0227,113,118,train,3,2,1
case_0227,118,125.3,train,4,9,31
case_0227,125.3,125.8,train,4,19,23
case_0227,125.8,136.04,train,4,9,31
case_0227,136.04,139.7,train,4,0,0
case_0227,139.7,165.3,train,4,9,33
case_0227,165.3,170,train,3,2,1
case_0227,170,177.08,train,4,13,30
case_0227,177.08,182,train,4,0,0
case_0227,182,272.97,train,4,13,21
case_0227,272.97,277.4,train,4,19,23
case_0227,277.4,280,train,4,0,0
case_0227,280,475,train,4,13,21
case_0227,475,480,train,3,2,1
case_0227,480,530.2,train,4,13,21
case_0227,530.2,532,train,4,19,23
case_0227,532,535.7,train,4,10,5
case_0227,535.7,551.5,train,4,13,21
case_0227,551.5,553.8,train,4,19,23
case_0227,553.8,610.44,train,4,13,21
case_0227,610.44,613,train,3,2,1
case_0227,613,629.4,train,4,40,113
case_0227,629.4,630.4,train,4,19,23
case_0227,630.4,634,train,4,16,14
case_0227,634.2,641.17,train,5,3,2
case_0230,0,9.9,val,5,3,2
case_0230,9.9,15.15,val,0,6,13
case_0230,15.15,24.56,val,0,6,8
case_0230,24.56,30.97,val,0,18,18
case_0230,30.97,39.14,val,0,12,16
case_0230,39.14,54.71,val,0,12,26
case_0230,54.71,64.8,val,0,0,0
case_0230,64.8,71.57,val,0,14,11
case_0230,71.57,98.43,val,0,7,3
case_0230,98.43,103.84,val,3,2,1
case_0230,103.84,112.08,val,0,0,0
case_0230,112.08,119.28,val,3,2,1
case_0230,119.28,134.33,val,0,1,9
case_0230,134.33,146.98,val,0,1,28
case_0230,146.98,161.5,val,0,1,29
case_0230,161.5,164.43,val,0,1,24
case_0230,164.43,280.48,val,0,1,9
case_0230,280.48,290.52,val,0,0,0
case_0230,290.52,344.11,val,0,8,12
case_0230,344.11,353.42,val,2,6,81
case_0230,353.42,365.63,val,2,4,7
case_0230,365.63,383.25,val,2,11,17
case_0230,383.25,389.12,val,0,10,5
case_0230,389.12,402.54,val,0,5,4
case_0230,402.54,425.33,val,2,29,47
case_0230,425.33,442.34,val,5,3,2
case_0231,0,11.09,test,5,3,2
case_0231,11.09,65,test,3,2,1
case_0231,65,74.02,test,0,6,8
case_0231,74.02,88.1,test,0,10,5
case_0231,88.1,97.75,test,0,0,0
case_0231,97.75,119.64,test,0,6,13
case_0231,119.64,169.87,test,0,7,3
case_0231,169.87,190.89,test,0,1,10
case_0231,190.89,198.69,test,0,0,0
case_0231,198.88,213.5,test,0,1,93
case_0231,213.5,261.26,test,0,1,9
case_0231,261.26,266.6,test,0,8,12
case_0231,266.66,273.22,test,2,0,0
case_0231,272.83,279.81,test,2,4,7
case_0231,279.81,285,test,2,4,6
case_0231,285,303.67,test,2,11,17
case_0231,303.67,314.89,test,12,0,0
case_0231,314.89,381.03,test,3,2,1
case_0231,381.03,384.05,test,12,32,77
case_0231,384.05,388.45,test,12,14,11
case_0231,388.45,402,test,3,2,1
case_0231,402,413.26,test,12,32,77
case_0231,413.26,447.54,test,12,49,100
case_0231,447.73,483.41,test,12,0,156
case_0231,483.02,494.41,test,3,2,1
case_0231,494.41,511.28,test,0,11,17
case_0231,511.28,524.11,test,0,5,4
case_0231,524.11,533.52,test,0,10,5
case_0231,533.52,539.19,test,0,21,35
case_0236,0,7.08,train,5,3,2
case_0236,7.08,12.5,train,1,30,55
case_0236,12.5,16.76,train,1,17,45
case_0236,16.76,28.5,train,1,17,25
case_0236,29,34,train,1,23,37
case_0236,34,41.02,train,1,15,39
case_0236,41.64,46.4,train,1,15,34
case_0236,46.9,54.76,train,1,0,0
case_0236,54.76,95.84,train,1,7,58
case_0236,95.84,118.24,train,1,6,73
case_0236,118.24,130,train,1,1,32
case_0236,130,148.1,train,1,8,12
case_0236,148.1,153.1,train,2,0,0
case_0236,153.1,160.5,train,2,4,7
case_0236,161,167.25,train,2,4,6
case_0236,167.5,170.64,train,1,18,18
case_0236,170.64,205.87,train,1,5,44
case_0236,205.87,215.8,train,2,29,47
case_0236,215.8,224.88,train,1,5,90
case_0236,224.88,227.97,train,3,2,1
case_0239,0,103.84,train,5,3,2
case_0239,103.84,106.32,train,9,17,45
case_0239,106.32,121.8,train,9,9,48
case_0239,121.8,125,train,9,33,53
case_0239,125.56,129.04,train,9,9,31
case_0239,129.04,136,train,9,9,48
case_0239,136,140,train,9,16,14
case_0239,140,146.04,train,9,22,131
case_0239,146.04,149.9,train,9,22,130
case_0239,149.9,152.9,train,9,22,74
case_0239,152.9,162.08,train,9,22,106
case_0239,162.08,174.5,train,9,22,123
case_0239,174.5,179.4,train,9,13,30
case_0239,179.4,187.68,train,9,13,192
case_0239,187.68,191.8,train,9,5,116
case_0239,191.8,239.98,train,5,3,2
case_0240,0,22.25,train,5,3,2
case_0240,22.25,33.78,train,0,6,8
case_0240,33.78,40.57,train,0,10,5
case_0240,40.57,55.91,train,3,2,1
case_0240,55.91,59.52,train,0,18,18
case_0240,59.52,63.96,train,0,12,16
case_0240,63.96,69.71,train,0,0,0
case_0240,69.71,72.07,train,0,14,11
case_0240,72.07,84.55,train,0,6,13
case_0240,84.55,123.45,train,0,7,3
case_0240,123.45,135.46,train,0,1,10
case_0240,135.46,139.46,train,0,0,0
case_0240,139.46,141.31,train,0,14,11
case_0240,141.31,151.24,train,0,1,20
case_0240,151.24,177.14,train,0,1,24
case_0240,177.14,277.7,train,0,1,9
case_0240,277.7,291.94,train,5,3,2
case_0240,291.94,314.22,train,0,8,15
case_0240,314.22,318.82,train,5,3,2
case_0240,318.82,321.72,train,2,4,7
case_0240,321.72,328.01,train,5,3,2
case_0240,328.01,341.51,train,2,11,22
case_0240,341.51,358.03,train,2,4,6
case_0240,358.03,367.01,train,2,11,22
case_0240,367.01,375.47,train,0,5,4
case_0243,0,12.11,train,5,3,2
case_0243,12.03,16.5,train,6,33,53
case_0243,16.5,26.66,train,6,20,27
case_0243,26.66,39.84,train,6,9,31
case_0243,39.84,47.88,train,6,6,8
case_0243,47.88,53,train,6,18,18
case_0243,53,55.32,train,6,19,23
case_0243,55.32,78.56,train,6,24,54
case_0243,78.56,95.27,train,6,9,48
case_0243,95.27,107.45,train,6,24,66
case_0243,107.45,125.93,train,6,9,56
case_0243,125.93,155.55,train,6,9,49
case_0243,155.47,160.43,train,6,13,30
case_0243,160.43,194.03,train,6,13,21
case_0243,194.03,203.17,train,6,13,51
case_0243,203.17,211.45,train,3,2,1
case_0243,211.45,214.6,train,5,3,2
case_0244,0,18,train,1,6,41
case_0244,18,27.92,train,1,16,14
case_0244,27.92,39.68,train,1,6,41
case_0244,39.68,43,train,1,12,16
case_0244,43,53.44,train,1,0,0
case_0244,53.44,77.92,train,1,7,58
case_0244,77.92,89.92,train,1,1,10
case_0244,89.92,104.44,train,1,6,81
case_0244,104.44,121.32,train,1,1,32
case_0244,121.32,129.28,train,1,8,12
case_0244,129.28,142.56,train,2,0,0
case_0244,142.56,159.97,train,3,2,1
case_0244,159.97,177.5,train,2,4,7
case_0244,177.5,190.2,train,2,4,6
case_0244,190.2,198.92,train,1,16,14
case_0244,198.92,285.52,train,1,5,44
case_0244,285.52,296.64,train,2,10,5
case_0244,296.64,314,train,1,5,44
case_0244,314,318.72,train,1,5,19
case_0245,0,6.34,train,4,43,168
case_0245,6.34,18.7,train,3,2,1
case_0245,18.7,28.7,train,4,16,14
case_0245,28.7,33.47,train,3,2,1
case_0245,33.47,36.7,train,4,20,27
case_0245,36.7,85.92,train,3,2,1
case_0245,85.92,112.85,train,4,9,31
case_0245,112.85,123.7,train,3,2,1
case_0245,123.7,190.32,train,4,9,33
case_0245,190.32,204,train,3,2,1
case_0245,204,240.41,train,4,9,33
case_0245,240.41,293.46,train,3,2,1
case_0245,293.46,306,train,4,9,33
case_0245,306,320.49,train,4,13,30
case_0245,320.49,326.75,train,3,2,1
case_0246,0,4.79,train,6,20,27
case_0246,6.71,35.73,train,6,9,31
case_0246,38.08,46.5,train,6,18,18
case_0246,46.5,48.75,train,6,19,23
case_0246,58.79,70.46,train,6,20,27
case_0246,87.17,130,train,6,24,54
case_0246,130,132.46,train,6,24,66
case_0246,134,188.92,train,6,9,48
case_0246,188.92,204,train,3,2,1
case_0246,204,208,train,6,19,23
case_0246,208,217,train,6,9,56
case_0246,217,229,train,6,0,0
case_0246,229,278.83,train,6,22,74
case_0246,278.83,289.46,train,6,9,52
case_0246,289.46,390.17,train,6,9,49
case_0246,390.17,395,train,6,13,30
case_0246,395,863.25,train,6,13,21
case_0246,867.5,872.22,train,6,19,23
case_0246,872.22,879.55,train,6,5,4
case_0246,879.55,900,train,6,5,76
case_0246,900,917,train,6,10,5
case_0246,917,930,train,3,2,1
case_0246,930,1041.75,train,6,13,51
case_0246,1041.75,1218.65,train,6,13,21
case_0246,1218,1223,train,3,2,1
case_0246,1223,1275.15,train,6,10,5
case_0246,1278,1296.17,train,6,36,78
case_0247,0,3.18,test,5,3,2
case_0247,3.18,5.59,test,0,6,8
case_0247,5.59,11.15,test,3,2,1
case_0247,11.15,15.69,test,0,14,11
case_0247,15.69,19.95,test,0,0,0
case_0247,19.95,43.93,test,0,6,41
case_0247,43.93,100.54,test,0,7,3
case_0247,100.54,109.1,test,0,1,10
case_0247,109.1,117.05,test,3,2,1
case_0247,117.05,143.99,test,0,1,24
case_0247,143.99,201.91,test,0,1,9
case_0247,201.91,219.63,test,3,2,1
case_0247,219.63,259.21,test,0,8,12
case_0247,259.21,284.75,test,0,8,50
case_0247,284.75,291.98,test,2,0,0
case_0247,291.98,307.3,test,2,4,7
case_0247,307.3,312.83,test,2,0,0
case_0247,312.83,388.38,test,2,11,17
case_0247,388.38,414.99,test,0,5,4
case_0248,0,15.7,train,7,21,35
case_0248,15.7,31.38,train,7,21,117
case_0248,31.38,99.05,train,3,2,1
case_0248,99.05,128.01,train,7,30,55
case_0248,128.01,187.84,train,3,2,1
case_0248,187.84,273.81,train,7,17,25
case_0248,273.81,302.25,train,7,16,14
case_0248,302.25,345.87,train,7,17,45
case_0248,345.87,352.15,train,7,16,14
case_0248,352.15,489.91,train,7,44,91
case_0248,489.91,574.95,train,7,23,37
case_0248,574.95,657.88,train,3,2,1
case_0248,657.88,684.35,train,7,39,88
case_0248,684.35,781.91,train,3,2,1
case_0248,781.91,792.91,train,7,39,109
case_0248,792.91,815.79,train,7,19,23
case_0248,815.79,871.77,train,3,2,1
case_0248,871.77,926.54,train,7,27,80
case_0248,926.54,990,train,7,31,72
case_0248,990,1018.12,train,7,20,27
case_0248,1018.12,1046.57,train,7,16,14
case_0248,1046.57,1071.04,train,7,48,99
case_0248,1071.04,1098.61,train,7,16,14
case_0248,1098.61,1681.64,train,7,31,71
case_0248,1681.64,1748.24,train,3,2,1
case_0248,1748.24,1755.13,train,7,58,129
case_0248,1755.13,1778.89,train,3,2,1
case_0248,1778.89,1806.07,train,7,23,37
case_0248,1806.07,1932.64,train,7,28,68
case_0248,1932.64,2233.46,train,7,28,70
