video_id,start,end,split,surgery_id,phase_id,operation_id,segment_path
case_0422,345.88,383.58,train,2,11,22,./OphNet_trimmed_videos/case_0422/case_0422_22.mp4
case_0422,383.58,391.69,train,0,10,5,./OphNet_trimmed_videos/case_0422/case_0422_23.mp4
case_0422,391.69,401.9,train,0,5,4,./OphNet_trimmed_videos/case_0422/case_0422_24.mp4
case_0422,401.9,409.41,train,0,19,23,./OphNet_trimmed_videos/case_0422/case_0422_25.mp4
case_0422,409.41,427.03,train,2,29,47,./OphNet_trimmed_videos/case_0422/case_0422_26.mp4
case_0422,427.03,439.04,train,0,5,4,./OphNet_trimmed_videos/case_0422/case_0422_27.mp4
case_0422,439.04,455.99,train,0,5,19,./OphNet_trimmed_videos/case_0422/case_0422_28.mp4
case_0422,455.99,475.34,train,5,3,2,./OphNet_trimmed_videos/case_0422/case_0422_29.mp4
case_0428,0,8.18,train,5,3,2,./OphNet_trimmed_videos/case_0428/case_0428_0.mp4
case_0428,8.18,18.52,train,0,6,8,./OphNet_trimmed_videos/case_0428/case_0428_1.mp4
case_0428,18.52,19.65,train,0,18,18,./OphNet_trimmed_videos/case_0428/case_0428_2.mp4
case_0428,19.65,21.62,train,0,12,16,./OphNet_trimmed_videos/case_0428/case_0428_3.mp4
case_0428,21.62,25.39,train,0,0,0,./OphNet_trimmed_videos/case_0428/case_0428_4.mp4
case_0428,25.39,29.76,train,0,6,13,./OphNet_trimmed_videos/case_0428/case_0428_5.mp4
case_0428,29.76,51.48,train,0,7,3,./OphNet_trimmed_videos/case_0428/case_0428_6.mp4
case_0428,51.48,82.28,train,0,1,9,./OphNet_trimmed_videos/case_0428/case_0428_7.mp4
case_0428,82.28,88,train,0,8,12,./OphNet_trimmed_videos/case_0428/case_0428_8.mp4
case_0428,88,119.3,train,2,4,83,./OphNet_trimmed_videos/case_0428/case_0428_9.mp4
case_0428,119.3,131.73,train,2,4,7,./OphNet_trimmed_videos/case_0428/case_0428_10.mp4
case_0428,131.73,142.48,train,2,11,22,./OphNet_trimmed_videos/case_0428/case_0428_11.mp4
case_0428,142.48,148.11,train,3,2,1,./OphNet_trimmed_videos/case_0428/case_0428_12.mp4
case_0428,148.11,154.84,train,0,5,4,./OphNet_trimmed_videos/case_0428/case_0428_13.mp4
case_0428,154.84,156.96,train,0,10,5,./OphNet_trimmed_videos/case_0428/case_0428_14.mp4
case_0428,156.96,168.55,train,5,3,2,./OphNet_trimmed_videos/case_0428/case_0428_15.mp4
case_0429,0,5.87,train,5,3,2,./OphNet_trimmed_videos/case_0429/case_0429_0.mp4
case_0429,5.87,9.84,train,0,6,8,./OphNet_trimmed_videos/case_0429/case_0429_1.mp4
case_0429,9.84,22.32,train,0,0,0,./OphNet_trimmed_videos/case_0429/case_0429_2.mp4
case_0429,22.32,38.47,train,0,6,13,./OphNet_trimmed_videos/case_0429/case_0429_3.mp4
case_0429,38.47,44.94,train,0,14,11,./OphNet_trimmed_videos/case_0429/case_0429_4.mp4
case_0429,44.94,46.88,train,0,0,0,./OphNet_trimmed_videos/case_0429/case_0429_5.mp4
case_0429,46.88,80.78,train,0,7,3,./OphNet_trimmed_videos/case_0429/case_0429_6.mp4
case_0429,80.78,104.7,train,0,1,10,./OphNet_trimmed_videos/case_0429/case_0429_7.mp4
case_0429,104.7,143,train,0,1,24,./OphNet_trimmed_videos/case_0429/case_0429_8.mp4
case_0429,143,148.82,train,0,1,9,./OphNet_trimmed_videos/case_0429/case_0429_9.mp4
case_0429,148.82,159.26,train,0,8,12,./OphNet_trimmed_videos/case_0429/case_0429_10.mp4
case_0429,159.26,169.07,train,2,0,0,./OphNet_trimmed_videos/case_0429/case_0429_11.mp4
case_0429,169.07,179.43,train,2,4,7,./OphNet_trimmed_videos/case_0429/case_0429_12.mp4
case_0429,179.43,192.12,train,2,4,6,./OphNet_trimmed_videos/case_0429/case_0429_13.mp4
case_0429,192.12,213.35,train,2,11,17,./OphNet_trimmed_videos/case_0429/case_0429_14.mp4
case_0429,213.35,219.92,train,0,5,4,./OphNet_trimmed_videos/case_0429/case_0429_15.mp4
case_0429,219.92,227.63,train,0,10,5,./OphNet_trimmed_videos/case_0429/case_0429_16.mp4
case_0429,227.63,235.68,train,5,3,2,./OphNet_trimmed_videos/case_0429/case_0429_17.mp4
case_0434,0,5.97,train,5,3,2,./OphNet_trimmed_videos/case_0434/case_0434_0.mp4
case_0434,5.47,8.01,train,8,6,8,./OphNet_trimmed_videos/case_0434/case_0434_1.mp4
case_0434,8.01,10.48,train,8,10,5,./OphNet_trimmed_videos/case_0434/case_0434_2.mp4
case_0434,10.48,18.39,train,8,21,35,./OphNet_trimmed_videos/case_0434/case_0434_3.mp4
case_0434,18.39,24.4,train,8,17,25,./OphNet_trimmed_videos/case_0434/case_0434_4.mp4
case_0434,24.4,29.2,train,8,17,45,./OphNet_trimmed_videos/case_0434/case_0434_5.mp4
case_0434,29.2,32.4,train,8,17,25,./OphNet_trimmed_videos/case_0434/case_0434_6.mp4
case_0434,32.4,33.9,train,8,23,37,./OphNet_trimmed_videos/case_0434/case_0434_7.mp4
case_0434,33.9,40.04,train,8,39,88,./OphNet_trimmed_videos/case_0434/case_0434_8.mp4
case_0434,40.04,43.78,train,8,39,106,./OphNet_trimmed_videos/case_0434/case_0434_9.mp4
case_0434,43.78,55.7,train,8,28,68,./OphNet_trimmed_videos/case_0434/case_0434_10.mp4
case_0434,55.7,64,train,8,28,70,./OphNet_trimmed_videos/case_0434/case_0434_11.mp4
case_0434,64,74.8,train,8,34,106,./OphNet_trimmed_videos/case_0434/case_0434_12.mp4
case_0434,74.8,93.46,train,8,50,102,./OphNet_trimmed_videos/case_0434/case_0434_13.mp4
case_0434,93.46,100.53,train,8,37,67,./OphNet_trimmed_videos/case_0434/case_0434_14.mp4
case_0434,100.53,101.2,train,8,19,23,./OphNet_trimmed_videos/case_0434/case_0434_15.mp4
case_0434,101.2,104.3,train,8,34,61,./OphNet_trimmed_videos/case_0434/case_0434_16.mp4
case_0434,104.3,108.11,train,8,5,19,./OphNet_trimmed_videos/case_0434/case_0434_17.mp4
case_0434,108.11,112.01,train,8,34,106,./OphNet_trimmed_videos/case_0434/case_0434_18.mp4
case_0434,112.01,156.4,train,8,34,61,./OphNet_trimmed_videos/case_0434/case_0434_19.mp4
case_0434,156.4,160.7,train,3,2,1,./OphNet_trimmed_videos/case_0434/case_0434_20.mp4
case_0434,160.7,162.36,train,8,6,8,./OphNet_trimmed_videos/case_0434/case_0434_21.mp4
case_0434,162.36,170.57,train,8,10,5,./OphNet_trimmed_videos/case_0434/case_0434_22.mp4
case_0434,170.57,172.5,train,8,19,23,./OphNet_trimmed_videos/case_0434/case_0434_23.mp4
case_0434,172.5,234.1,train,8,5,36,./OphNet_trimmed_videos/case_0434/case_0434_24.mp4
case_0434,234.1,237.04,train,8,10,5,./OphNet_trimmed_videos/case_0434/case_0434_25.mp4
case_0434,237.04,276.3,train,8,5,36,./OphNet_trimmed_videos/case_0434/case_0434_26.mp4
case_0434,276.5,277.98,train,8,10,5,./OphNet_trimmed_videos/case_0434/case_0434_27.mp4
case_0434,277.98,293.32,train,8,5,19,./OphNet_trimmed_videos/case_0434/case_0434_28.mp4
case_0436,0,45,train,5,3,2,./OphNet_trimmed_videos/case_0436/case_0436_0.mp4
case_0436,45,64.96,train,8,17,25,./OphNet_trimmed_videos/case_0436/case_0436_1.mp4
case_0436,64.96,72.36,train,3,2,1,./OphNet_trimmed_videos/case_0436/case_0436_2.mp4
case_0436,72.36,87.5,train,8,17,45,./OphNet_trimmed_videos/case_0436/case_0436_3.mp4
case_0436,87.5,90.68,train,8,23,37,./OphNet_trimmed_videos/case_0436/case_0436_4.mp4
case_0436,90.68,105.76,train,8,39,88,./OphNet_trimmed_videos/case_0436/case_0436_5.mp4
case_0436,105.76,112,train,8,39,106,./OphNet_trimmed_videos/case_0436/case_0436_6.mp4
case_0436,112,120.04,train,8,19,23,./OphNet_trimmed_videos/case_0436/case_0436_7.mp4
case_0436,120.04,143.24,train,8,28,68,./OphNet_trimmed_videos/case_0436/case_0436_8.mp4
case_0436,143.24,149,train,3,2,1,./OphNet_trimmed_videos/case_0436/case_0436_9.mp4
case_0436,149,186.88,train,8,28,70,./OphNet_trimmed_videos/case_0436/case_0436_10.mp4
case_0436,186.88,214.98,train,8,15,40,./OphNet_trimmed_videos/case_0436/case_0436_11.mp4
case_0436,214.98,219,train,0,0,0,./OphNet_trimmed_videos/case_0436/case_0436_12.mp4
case_0436,219,225.92,train,0,7,3,./OphNet_trimmed_videos/case_0436/case_0436_13.mp4
case_0436,225.92,230.52,train,0,1,10,./OphNet_trimmed_videos/case_0436/case_0436_14.mp4
case_0436,230.52,232.12,train,0,0,0,./OphNet_trimmed_videos/case_0436/case_0436_15.mp4
case_0436,232.12,235.2,train,0,1,29,./OphNet_trimmed_videos/case_0436/case_0436_16.mp4
case_0436,235.2,236.76,train,0,1,20,./OphNet_trimmed_videos/case_0436/case_0436_17.mp4
case_0436,236.76,241.4,train,0,1,24,./OphNet_trimmed_videos/case_0436/case_0436_18.mp4
case_0436,241.4,245.84,train,0,1,9,./OphNet_trimmed_videos/case_0436/case_0436_19.mp4
case_0436,245.84,247.92,train,0,0,0,./OphNet_trimmed_videos/case_0436/case_0436_20.mp4
case_0436,247.92,253,train,0,8,15,./OphNet_trimmed_videos/case_0436/case_0436_21.mp4
case_0436,253,254.48,train,2,0,0,./OphNet_trimmed_videos/case_0436/case_0436_22.mp4
case_0436,254.48,256.64,train,2,4,7,./OphNet_trimmed_videos/case_0436/case_0436_23.mp4
case_0436,256.64,263.76,train,2,4,6,./OphNet_trimmed_videos/case_0436/case_0436_24.mp4
case_0436,263.76,275.56,train,8,34,106,./OphNet_trimmed_videos/case_0436/case_0436_25.mp4
case_0436,275.56,279.44,train,8,16,14,./OphNet_trimmed_videos/case_0436/case_0436_26.mp4
case_0436,279.44,297.4,train,3,2,1,./OphNet_trimmed_videos/case_0436/case_0436_27.mp4
case_0436,297.4,321.08,train,8,50,102,./OphNet_trimmed_videos/case_0436/case_0436_28.mp4
case_0436,321.08,327.8,train,3,2,1,./OphNet_trimmed_videos/case_0436/case_0436_29.mp4
case_0436,327.8,333.32,train,8,37,67,./OphNet_trimmed_videos/case_0436/case_0436_30.mp4
case_0436,333.32,342.48,train,8,10,5,./OphNet_trimmed_videos/case_0436/case_0436_31.mp4
case_0436,342.48,347.32,train,8,34,61,./OphNet_trimmed_videos/case_0436/case_0436_32.mp4
case_0436,347.32,350.72,train,8,10,5,./OphNet_trimmed_videos/case_0436/case_0436_33.mp4
case_0436,350.72,365,train,8,34,61,./OphNet_trimmed_videos/case_0436/case_0436_34.mp4
case_0436,365,371.88,train,2,11,22,./OphNet_trimmed_videos/case_0436/case_0436_35.mp4
case_0436,371.88,374.08,train,0,5,4,./OphNet_trimmed_videos/case_0436/case_0436_36.mp4
case_0436,374.08,428,train,8,5,36,./OphNet_trimmed_videos/case_0436/case_0436_37.mp4
case_0436,428,440.04,train,1,5,4,./OphNet_trimmed_videos/case_0436/case_0436_38.mp4
case_0436,440.04,517.76,train,5,3,2,./OphNet_trimmed_videos/case_0436/case_0436_39.mp4
case_0436,517.76,532.32,train,18,6,8,./OphNet_trimmed_videos/case_0436/case_0436_40.mp4
case_0436,532.32,544.28,train,18,18,18,./OphNet_trimmed_videos/case_0436/case_0436_41.mp4
case_0436,544.28,557.88,train,18,14,11,./OphNet_trimmed_videos/case_0436/case_0436_42.mp4
case_0436,557.88,621.85,train,5,3,2,./OphNet_trimmed_videos/case_0436/case_0436_43.mp4
case_0438,0,24.56,train,5,3,2,./OphNet_trimmed_videos/case_0438/case_0438_0.mp4
case_0438,24.56,32.91,train,0,7,3,./OphNet_trimmed_videos/case_0438/case_0438_1.mp4
case_0438,32.91,36.92,train,0,0,0,./OphNet_trimmed_videos/case_0438/case_0438_2.mp4
case_0438,36.92,39.09,train,0,1,20,./OphNet_trimmed_videos/case_0438/case_0438_3.mp4
case_0438,39.09,44.34,train,0,1,28,./OphNet_trimmed_videos/case_0438/case_0438_4.mp4
case_0438,44.34,50.42,train,0,1,29,./OphNet_trimmed_videos/case_0438/case_0438_5.mp4
case_0438,50.42,102.01,train,0,1,9,./OphNet_trimmed_videos/case_0438/case_0438_6.mp4
case_0438,102.01,106.09,train,0,0,0,./OphNet_trimmed_videos/case_0438/case_0438_7.mp4
case_0438,106.09,132.32,train,0,1,24,./OphNet_trimmed_videos/case_0438/case_0438_8.mp4
case_0438,132.32,151.09,train,3,2,1,./OphNet_trimmed_videos/case_0438/case_0438_9.mp4
case_0438,151.09,191.7,train,0,0,0,./OphNet_trimmed_videos/case_0438/case_0438_10.mp4
case_0438,191.7,301.84,train,5,3,2,./OphNet_trimmed_videos/case_0438/case_0438_11.mp4
case_0438,301.84,323.33,train,0,1,9,./OphNet_trimmed_videos/case_0438/case_0438_12.mp4
case_0438,323.33,328.64,train,0,0,0,./OphNet_trimmed_videos/case_0438/case_0438_13.mp4
case_0438,328.64,345.07,train,0,1,9,./OphNet_trimmed_videos/case_0438/case_0438_14.mp4
case_0438,345.07,349.37,train,0,0,0,./OphNet_trimmed_videos/case_0438/case_0438_15.mp4
case_0438,349.37,392.96,train,5,3,2,./OphNet_trimmed_videos/case_0438/case_0438_16.mp4
case_0438,392.96,432.27,train,0,42,82,./OphNet_trimmed_videos/case_0438/case_0438_17.mp4
case_0438,432.27,435,train,0,8,15,./OphNet_trimmed_videos/case_0438/case_0438_18.mp4
case_0438,435,436.08,train,0,10,5,./OphNet_trimmed_videos/case_0438/case_0438_19.mp4
case_0438,436.08,442.13,train,0,42,82,./OphNet_trimmed_videos/case_0438/case_0438_20.mp4
case_0438,442.13,451.76,train,2,0,0,./OphNet_trimmed_videos/case_0438/case_0438_21.mp4
case_0438,451.76,462.22,train,2,4,7,./OphNet_trimmed_videos/case_0438/case_0438_22.mp4
case_0438,462.22,467.26,train,2,4,6,./OphNet_trimmed_videos/case_0438/case_0438_23.mp4
case_0438,467.26,490.17,train,0,42,82,./OphNet_trimmed_videos/case_0438/case_0438_24.mp4
case_0438,490.17,508.89,train,0,11,22,./OphNet_trimmed_videos/case_0438/case_0438_25.mp4
case_0438,508.89,521.05,train,0,42,82,./OphNet_trimmed_videos/case_0438/case_0438_26.mp4
case_0438,521.05,559.19,train,0,11,22,./OphNet_trimmed_videos/case_0438/case_0438_27.mp4
case_0438,559.19,562.91,train,0,42,82,./OphNet_trimmed_videos/case_0438/case_0438_28.mp4
case_0438,562.91,565.83,train,0,10,5,./OphNet_trimmed_videos/case_0438/case_0438_29.mp4
case_0438,565.83,577.02,train,0,42,82,./OphNet_trimmed_videos/case_0438/case_0438_30.mp4
case_0438,577.02,581.05,train,0,5,4,./OphNet_trimmed_videos/case_0438/case_0438_31.mp4
case_0440,0,16.27,train,1,17,25,./OphNet_trimmed_videos/case_0440/case_0440_0.mp4
case_0440,16.27,24.22,train,1,15,39,./OphNet_trimmed_videos/case_0440/case_0440_1.mp4
case_0440,24.22,83.31,train,1,15,40,./OphNet_trimmed_videos/case_0440/case_0440_2.mp4
case_0440,83.31,135.22,train,1,15,34,./OphNet_trimmed_videos/case_0440/case_0440_3.mp4
case_0440,135.22,153.77,train,1,1,38,./OphNet_trimmed_videos/case_0440/case_0440_4.mp4
case_0440,153.77,165.97,train,1,1,32,./OphNet_trimmed_videos/case_0440/case_0440_5.mp4
case_0440,165.97,185.53,train,2,4,7,./OphNet_trimmed_videos/case_0440/case_0440_6.mp4
case_0440,185.53,197.02,train,2,4,6,./OphNet_trimmed_videos/case_0440/case_0440_7.mp4
case_0440,197.02,203.43,train,2,0,0,./OphNet_trimmed_videos/case_0440/case_0440_8.mp4
case_0440,203.43,331.8,train,1,5,69,./OphNet_trimmed_videos/case_0440/case_0440_9.mp4
case_0440,331.8,389.37,train,2,29,47,./OphNet_trimmed_videos/case_0440/case_0440_10.mp4
case_0440,389.37,400,train,1,10,5,./OphNet_trimmed_videos/case_0440/case_0440_11.mp4
case_0440,400,405.51,train,1,18,18,./OphNet_trimmed_videos/case_0440/case_0440_12.mp4
case_0441,0,4.41,train,5,3,2,./OphNet_trimmed_videos/case_0441/case_0441_0.mp4
case_0441,5.29,63.88,train,6,20,27,./OphNet_trimmed_videos/case_0441/case_0441_1.mp4
case_0441,64.76,119.24,train,6,9,31,./OphNet_trimmed_videos/case_0441/case_0441_2.mp4
case_0441,120.12,237.17,train,6,9,62,./OphNet_trimmed_videos/case_0441/case_0441_3.mp4
case_0441,237.17,286.52,train,6,24,54,./OphNet_trimmed_videos/case_0441/case_0441_4.mp4
case_0441,287.1,298.23,train,6,6,8,./OphNet_trimmed_videos/case_0441/case_0441_5.mp4
case_0441,298.23,307.33,train,6,18,18,./OphNet_trimmed_videos/case_0441/case_0441_6.mp4
case_0441,307.33,318.9,train,6,20,27,./OphNet_trimmed_videos/case_0441/case_0441_7.mp4
case_0441,318.9,327.27,train,6,14,11,./OphNet_trimmed_videos/case_0441/case_0441_8.mp4
case_0441,327.27,407,train,6,9,56,./OphNet_trimmed_videos/case_0441/case_0441_9.mp4
case_0441,407,488.87,train,6,9,49,./OphNet_trimmed_videos/case_0441/case_0441_10.mp4
case_0441,488.87,525,train,6,22,74,./OphNet_trimmed_videos/case_0441/case_0441_11.mp4
case_0441,525,528,train,6,22,106,./OphNet_trimmed_videos/case_0441/case_0441_12.mp4
case_0441,528,585.32,train,6,22,87,./OphNet_trimmed_videos/case_0441/case_0441_13.mp4
case_0441,586.21,588.63,train,6,13,30,./OphNet_trimmed_videos/case_0441/case_0441_14.mp4
case_0441,588.63,601.53,train,6,20,27,./OphNet_trimmed_videos/case_0441/case_0441_15.mp4
case_0441,601.53,765.8,train,6,13,21,./OphNet_trimmed_videos/case_0441/case_0441_16.mp4
case_0441,765.8,776,train,6,45,95,./OphNet_trimmed_videos/case_0441/case_0441_17.mp4
case_0441,776,789.13,train,6,13,51,./OphNet_trimmed_videos/case_0441/case_0441_18.mp4
case_0441,789.13,797.13,train,6,45,95,./OphNet_trimmed_videos/case_0441/case_0441_19.mp4
case_0441,797.13,812.33,train,6,36,78,./OphNet_trimmed_videos/case_0441/case_0441_20.mp4
case_0441,811.44,826.52,train,5,3,2,./OphNet_trimmed_videos/case_0441/case_0441_21.mp4
case_0442,0,44.24,test,5,3,2,./OphNet_trimmed_videos/case_0442/case_0442_0.mp4
case_0442,44.24,83.32,test,9,51,106,./OphNet_trimmed_videos/case_0442/case_0442_1.mp4
case_0442,83.32,123.16,test,9,51,106,./OphNet_trimmed_videos/case_0442/case_0442_2.mp4
case_0442,123.16,127.23,test,9,19,23,./OphNet_trimmed_videos/case_0442/case_0442_3.mp4
case_0442,127.23,157.32,test,9,9,62,./OphNet_trimmed_videos/case_0442/case_0442_4.mp4
case_0442,157.21,185.82,test,9,9,106,./OphNet_trimmed_videos/case_0442/case_0442_5.mp4
case_0442,185.82,228.53,test,9,13,30,./OphNet_trimmed_videos/case_0442/case_0442_6.mp4
case_0442,228.53,245.56,test,9,16,14,./OphNet_trimmed_videos/case_0442/case_0442_7.mp4
case_0442,245.45,253.54,test,9,36,78,./OphNet_trimmed_videos/case_0442/case_0442_8.mp4
case_0442,253.54,287.65,test,5,3,2,./OphNet_trimmed_videos/case_0442/case_0442_9.mp4
case_0444,0,2.12,train,7,35,64,./OphNet_trimmed_videos/case_0444/case_0444_0.mp4
case_0444,2.12,14.67,train,7,25,63,./OphNet_trimmed_videos/case_0444/case_0444_1.mp4
case_0444,14.67,23.73,train,7,10,5,./OphNet_trimmed_videos/case_0444/case_0444_2.mp4
case_0444,23.73,34.32,train,7,25,63,./OphNet_trimmed_videos/case_0444/case_0444_3.mp4
case_0445,0,33.86,val,5,3,2,./OphNet_trimmed_videos/case_0445/case_0445_0.mp4
case_0445,33.86,36.6,val,1,17,25,./OphNet_trimmed_videos/case_0445/case_0445_1.mp4
case_0445,37,47.4,val,1,21,35,./OphNet_trimmed_videos/case_0445/case_0445_2.mp4
case_0445,47.4,55.92,val,1,23,37,./OphNet_trimmed_videos/case_0445/case_0445_3.mp4
case_0445,55.92,66,val,1,15,39,./OphNet_trimmed_videos/case_0445/case_0445_4.mp4
case_0445,66,107.96,val,1,15,40,./OphNet_trimmed_videos/case_0445/case_0445_5.mp4
case_0445,107.96,111.31,val,1,20,27,./OphNet_trimmed_videos/case_0445/case_0445_6.mp4
case_0445,111.31,118,val,1,6,8,./OphNet_trimmed_videos/case_0445/case_0445_7.mp4
case_0445,118,128.6,val,1,0,0,./OphNet_trimmed_videos/case_0445/case_0445_8.mp4
case_0445,128.6,156.5,val,1,15,34,./OphNet_trimmed_videos/case_0445/case_0445_9.mp4
case_0445,156.5,189.2,val,1,1,32,./OphNet_trimmed_videos/case_0445/case_0445_10.mp4
case_0445,189.2,198.84,val,3,2,1,./OphNet_trimmed_videos/case_0445/case_0445_11.mp4
case_0445,198.84,211.83,val,1,10,5,./OphNet_trimmed_videos/case_0445/case_0445_12.mp4
case_0445,211.83,251.64,val,14,42,82,./OphNet_trimmed_videos/case_0445/case_0445_13.mp4
case_0445,251.64,258.44,val,1,10,5,./OphNet_trimmed_videos/case_0445/case_0445_14.mp4
case_0445,258.44,267.5,val,3,2,1,./OphNet_trimmed_videos/case_0445/case_0445_15.mp4
case_0445,267.5,283.76,val,24,37,67,./OphNet_trimmed_videos/case_0445/case_0445_16.mp4
case_0445,283.76,288.56,val,2,0,0,./OphNet_trimmed_videos/case_0445/case_0445_17.mp4
case_0445,288.56,297.6,val,2,4,7,./OphNet_trimmed_videos/case_0445/case_0445_18.mp4
case_0445,297.6,303.3,val,2,4,6,./OphNet_trimmed_videos/case_0445/case_0445_19.mp4
case_0445,303.3,427.2,val,2,4,7,./OphNet_trimmed_videos/case_0445/case_0445_20.mp4
case_0445,427.2,433.92,val,2,11,17,./OphNet_trimmed_videos/case_0445/case_0445_21.mp4
case_0445,433.92,457.22,val,2,11,22,./OphNet_trimmed_videos/case_0445/case_0445_22.mp4
case_0445,457.22,460.5,val,2,29,106,./OphNet_trimmed_videos/case_0445/case_0445_23.mp4
case_0445,460.5,464,val,1,10,5,./OphNet_trimmed_videos/case_0445/case_0445_24.mp4
case_0445,464,469.12,val,1,5,4,./OphNet_trimmed_videos/case_0445/case_0445_25.mp4
case_0445,469.12,478.38,val,1,5,106,./OphNet_trimmed_videos/case_0445/case_0445_26.mp4
case_0447,0,3.37,test,5,3,2,./OphNet_trimmed_videos/case_0447/case_0447_0.mp4
case_0447,3.37,8.74,test,0,0,0,./OphNet_trimmed_videos/case_0447/case_0447_1.mp4
case_0447,8.74,27.36,test,0,6,13,./OphNet_trimmed_videos/case_0447/case_0447_2.mp4
case_0447,27.36,60.54,test,0,7,3,./OphNet_trimmed_videos/case_0447/case_0447_3.mp4
case_0447,60.54,75,test,0,1,10,./OphNet_trimmed_videos/case_0447/case_0447_4.mp4
case_0447,75,79.15,test,0,1,20,./OphNet_trimmed_videos/case_0447/case_0447_5.mp4
case_0447,79.15,85.75,test,0,0,0,./OphNet_trimmed_videos/case_0447/case_0447_6.mp4
case_0447,85.75,110.11,test,0,1,24,./OphNet_trimmed_videos/case_0447/case_0447_7.mp4
case_0447,110.11,149.06,test,0,1,9,./OphNet_trimmed_videos/case_0447/case_0447_8.mp4
case_0447,149.06,162.8,test,3,2,1,./OphNet_trimmed_videos/case_0447/case_0447_9.mp4
case_0447,162.8,189.45,test,0,8,12,./OphNet_trimmed_videos/case_0447/case_0447_10.mp4
case_0447,189.45,204.61,test,2,0,0,./OphNet_trimmed_videos/case_0447/case_0447_11.mp4
case_0447,204.61,220.72,test,2,4,7,./OphNet_trimmed_videos/case_0447/case_0447_12.mp4
case_0447,220.72,236.06,test,2,4,6,./OphNet_trimmed_videos/case_0447/case_0447_13.mp4
case_0447,236.06,263.61,test,2,11,17,./OphNet_trimmed_videos/case_0447/case_0447_14.mp4
case_0447,263.61,278.08,test,0,5,4,./OphNet_trimmed_videos/case_0447/case_0447_15.mp4
case_0447,278.08,297.06,test,0,10,5,./OphNet_trimmed_videos/case_0447/case_0447_16.mp4
case_0447,297.06,300.05,test,0,5,4,./OphNet_trimmed_videos/case_0447/case_0447_17.mp4
case_0454,0,9.87,val,5,3,2,./OphNet_trimmed_videos/case_0454/case_0454_0.mp4
case_0454,9.87,19.1,val,1,17,25,./OphNet_trimmed_videos/case_0454/case_0454_1.mp4
case_0454,19.1,30.67,val,1,23,37,./OphNet_trimmed_videos/case_0454/case_0454_2.mp4
case_0454,30.67,51.73,val,1,15,39,./OphNet_trimmed_videos/case_0454/case_0454_3.mp4
case_0454,51.73,79.03,val,1,15,40,./OphNet_trimmed_videos/case_0454/case_0454_4.mp4
case_0454,79.03,83.13,val,1,15,34,./OphNet_trimmed_videos/case_0454/case_0454_5.mp4
case_0454,83.13,91.5,val,1,0,0,./OphNet_trimmed_videos/case_0454/case_0454_6.mp4
case_0454,91.5,93.37,val,1,14,11,./OphNet_trimmed_videos/case_0454/case_0454_7.mp4
case_0454,93.37,129.99,val,1,7,58,./OphNet_trimmed_videos/case_0454/case_0454_8.mp4
case_0454,129.99,159.03,val,1,15,34,./OphNet_trimmed_videos/case_0454/case_0454_9.mp4
case_0454,159.03,198.86,val,1,1,32,./OphNet_trimmed_videos/case_0454/case_0454_10.mp4
case_0454,198.86,219.77,val,1,8,12,./OphNet_trimmed_videos/case_0454/case_0454_11.mp4
case_0454,219.33,234.9,val,2,0,0,./OphNet_trimmed_videos/case_0454/case_0454_12.mp4
case_0454,234.9,241.3,val,2,14,11,./OphNet_trimmed_videos/case_0454/case_0454_13.mp4
case_0454,241.3,264.66,val,2,4,7,./OphNet_trimmed_videos/case_0454/case_0454_14.mp4
case_0454,264.66,281.49,val,2,4,6,./OphNet_trimmed_videos/case_0454/case_0454_15.mp4
case_0454,281.49,294.1,val,1,37,67,./OphNet_trimmed_videos/case_0454/case_0454_16.mp4
case_0454,294.1,301.67,val,1,0,0,./OphNet_trimmed_videos/case_0454/case_0454_17.mp4
case_0454,301.67,382.96,val,1,5,44,./OphNet_trimmed_videos/case_0454/case_0454_18.mp4
case_0454,382.52,393.22,val,2,4,6,./OphNet_trimmed_videos/case_0454/case_0454_19.mp4
case_0454,393.22,408.9,val,2,29,47,./OphNet_trimmed_videos/case_0454/case_0454_20.mp4
case_0454,408.9,461.67,val,1,5,44,./OphNet_trimmed_videos/case_0454/case_0454_21.mp4
case_0454,461.67,471.23,val,1,5,19,./OphNet_trimmed_videos/case_0454/case_0454_22.mp4
case_0454,471.23,481.4,val,1,10,5,./OphNet_trimmed_videos/case_0454/case_0454_23.mp4
case_0460,0,4.64,test,5,3,2,./OphNet_trimmed_videos/case_0460/case_0460_0.mp4
case_0460,4.64,7.96,test,3,2,1,./OphNet_trimmed_videos/case_0460/case_0460_1.mp4
case_0460,7.96,15.44,test,6,33,53,./OphNet_trimmed_videos/case_0460/case_0460_2.mp4
case_0460,15.44,24.5,test,6,9,31,./OphNet_trimmed_videos/case_0460/case_0460_3.mp4
case_0460,24.5,94.68,test,6,24,54,./OphNet_trimmed_videos/case_0460/case_0460_4.mp4
case_0460,94.68,96.4,test,6,20,27,./OphNet_trimmed_videos/case_0460/case_0460_5.mp4
case_0460,96.4,105.04,test,6,9,48,./OphNet_trimmed_videos/case_0460/case_0460_6.mp4
case_0460,105.04,106.5,test,6,9,52,./OphNet_trimmed_videos/case_0460/case_0460_7.mp4
case_0460,106.5,108.64,test,6,24,66,./OphNet_trimmed_videos/case_0460/case_0460_8.mp4
case_0460,108.64,116,test,6,9,56,./OphNet_trimmed_videos/case_0460/case_0460_9.mp4
case_0460,116,119,test,6,9,49,./OphNet_trimmed_videos/case_0460/case_0460_10.mp4
